Ryba potrafi biegać;False
Czarna dziura pochłania światło;True
Szympans potrafi używać narzędzi;True
Serce pompuje krew;True
Palec u nogi jest różowy;False
Boże Narodzenie jest w maju;False
Stopa składa się z palców. ;True
Boks polega na walce;True
Muzyka to nauka o dźwiękach;True
Okno umożliwia dostęp światła.;True
Czoło znajduje się na potylicy. ;False
Mięśnie umożliwiają ruch. ;True
Listonosz kręci filmy;False
Manager zarządza zespołem;True
Mózg kontroluje ciało.;True
Doradca finansowy maluje obrazy;False
Słonecznik lubi słońce;True
Radio samochodowe gra muzykę;True
Poeta tworzy wiersze;True
Księżyc krąży wokół Ziemi;True
Dietetyk naprawia samochody;False
Skóra chroni ciało;True
Religia zajmuje się wiarą ;True
Dłoń składa się z palców. ;True
Mechanik naprawia samochody;True
Kreda służy do pisania;True
Długopis służy do pisania;True
Słońce świeci w nocy;False
Ołówek służy do pisania.;True
We wrześniu zaczyna się zima. ;False
Sutki są widoczne u mężczyzn. ;True
Globus to model ziemi;True
Komputer służy do liczenia;True
Szyja łączy głowę z tułowiem. ;True
Angielski to nauka języka obcego;True
Geolog bada ziemię;True
Matematyka to nauka liczb;True
Wywiadówka jest w szpitalu;False
Pokój to pomieszczenie;True
Kostka do gry służy do pisania;False
Żyła odprowadza krew do serca. ;True
Artysta tworzy dzieła sztuki. ;True
Francuski to nauka języka obcego;True
Bark to górna część tułowia. ;True
Ziemniaki rosną pod ziemią;True
Stewardessa buduje kościoły;False
Mors pływa w wodzie;True
Aligator pływa w wodzie;True
Rzeka płynie do góry;False
Ekran wyświetla informacje. ;True
Deskorolką pływa się po wodzie;False
Drzwi są na podłodze;False
Wyspy są zawsze otoczone wodą;True
Policjant pilnuje porządku;True
Plecy łączą tułów z głową. ;False
Na geografii uczy się o ziemi;True
Wilk poluje w grupach;True
Woda smakuje jak kawa;False
Wąż posiada cztery nogi;False
Rolkami jeździ się po wodzie;False
Wędkarze łapią ryby rękoma;False
Historia opowiada o przeszłości;True
Kaktus potrzebuje wody;True
Żeglarstwo odbywa się na wodzie;True
Wspinaczka odbywa się w wodzie;False
Usta są na twarzy;True
Cieśla robi drinki;False
Drzewa rosną w górę;True
Opony są wymagane w samochodzie;True
Oko umożliwia dotyk.;False
Aktor gra w filmach;True
Marzec jest miesiącem lata.;False
Literatura to nauka o książkach;True
Spodnie są częścią garderoby;True
Ramię łączy rękę z tułowiem. ;True
Rajstopy są noszone na ręce. ;False
Pięta jest częścią stopy. ;True
Barista pisze książki;False
Lama mieszka w wodzie;False
Tętnica prowadzi krew z serca. ;True
W sierpniu są długie noce.;False
Reflektor oświetla drogę ;True
Fizyka bada prawa natury;True
Głowa zawiera mózg. ;True
Rękawiczki nosi się na rękach;True
Pisarz pisze książki ;True
Włosy rosną na głowie. ;True
Talia to część nogi;False
Fotograf robi zdjęcia;True
Programista pisze programy ;True
Sufit jest nad głową;True
Dyrektor sprząta szkołę;False
Nauczyciel uczy w szkole;True
Udo znajduje się na głowie;False
Brzuch jest częścią ciała. ;True
Góry są zbudowane z wody;False
Pośladki są na końcu nogi. ;False
Ramiona są częścią nóg. ;False
Pacha znajduje się pod ręką. ;True
Dziennikarz pisze artykuły ;True
Autobus jest większy od roweru;True
Bocian przynosi dzieci;False
Drzwi są częścią okna. ;False
Mango rośnie w polsce;False
Bambus rośnie w Polsce;False
Sypialnia jest miejscem snu. ;True
Przedsiębiorca prowadzi firmę;True
Nadgarstek to część ręki;False
Lydka jest częścią ręki. ;False
Brew to część ręki;False
Pokój dziecięcy jest dla dzieci;True
Krótkie dni są w czerwcu;False
Oczy to część głowy.;True
Woda jest niezbędna do życia;True
Miesiąc składa się z 30 dni. ;False
W styczniu są długie dni. ;False
Ciekawość motywuje ludzi;True
Dzik poluje na ludzi;False
Stolarz ratuje ludzi;False
W każdym miesiącu jest 28 dni. ;False
Psycholog pomaga ludziom;True
Papuga umie mówić;True
Kruk potrafi mówić;False
Lekarz leczy ludzi;True
Na ziemii mieszkają ludzie;True
